time,price
2021-01-21 09:02:15.294511,1239.365
2021-01-21 09:02:16.494333,1239.42
2021-01-21 09:02:17.578441,1239.54
2021-01-21 09:02:18.668523,1239.78
2021-01-21 09:02:19.760142,1239.77
2021-01-21 09:02:20.851255,1240.046763
2021-01-21 09:02:21.946296,1240.251871
2021-01-21 09:02:23.049346,1240.223128
2021-01-21 09:02:24.142424,1240.059797
2021-01-21 09:02:25.231653,1239.96
2021-01-21 09:02:26.321774,1240.268851
2021-01-21 09:02:27.414846,1240.365
2021-01-21 09:02:28.505931,1240.153525
2021-01-21 09:02:29.596015,1240.303496
2021-01-21 09:02:30.686196,1240.19435
2021-01-21 09:02:31.777311,1240.476956
2021-01-21 09:02:32.866365,1240.452103
2021-01-21 09:02:33.955493,1240.87
2021-01-21 09:02:35.040586,1240.98
2021-01-21 09:02:36.129640,1241.083096
2021-01-21 09:02:37.222748,1240.74
2021-01-21 09:02:38.357715,1240.41
2021-01-21 09:02:39.445810,1240.305
2021-01-21 09:02:40.525887,1240.301497
2021-01-21 09:02:41.619028,1240.61
2021-01-21 09:02:42.724041,1240.71
2021-01-21 09:02:43.806133,1240.359461
2021-01-21 09:02:44.895256,1240.321223
2021-01-21 09:02:45.983342,1240.485
2021-01-21 09:02:47.074457,1240.7332
2021-01-21 09:02:48.166508,1240.57
2021-01-21 09:02:49.267595,1240.26
2021-01-21 09:02:50.351696,1240.2
2021-01-21 09:02:51.444742,1240.700372
2021-01-21 09:02:52.531869,1240.26
2021-01-21 09:02:53.606992,1240.165341
2021-01-21 09:02:54.697046,1240.303461
2021-01-21 09:02:55.787132,1240.32
2021-01-21 09:02:56.880239,1240.325
2021-01-21 09:02:57.969329,1240.53
2021-01-21 09:02:59.058386,1240.6
2021-01-21 09:03:00.147509,1240.455
2021-01-21 09:03:01.236590,1240.495198
2021-01-21 09:03:02.324687,1240.459361
2021-01-21 09:03:03.412743,1239.81
2021-01-21 09:03:04.509808,1239.567214
2021-01-21 09:03:05.595945,1239.921446
2021-01-21 09:03:06.681043,1240.050459
2021-01-21 09:03:07.772122,1240.48
2021-01-21 09:03:08.863200,1240.5
2021-01-21 09:03:09.948299,1240.576655
2021-01-21 09:03:11.037390,1240.825
2021-01-21 09:03:12.130467,1240.95
2021-01-21 09:03:13.217565,1241.22
2021-01-21 09:03:14.309144,1241.501654
2021-01-21 09:03:15.398201,1241.606203
2021-01-21 09:03:16.478312,1241.706361
2021-01-21 09:03:17.565405,1241.706905
2021-01-21 09:03:18.649507,1241.752311
2021-01-21 09:03:19.738595,1241.749187
2021-01-21 09:03:20.824692,1241.750532
2021-01-21 09:03:21.900844,1242.089823
2021-01-21 09:03:22.992893,1242.42
2021-01-21 09:03:24.080984,1242.48
2021-01-21 09:03:25.174202,1242.42
2021-01-21 09:03:26.267279,1242.45
2021-01-21 09:03:27.356366,1242.67
2021-01-21 09:03:28.447419,1242.97
2021-01-21 09:03:29.538532,1242.791128
2021-01-21 09:03:30.627624,1242.27859
2021-01-21 09:03:31.728644,1242.289608
2021-01-21 09:03:32.821721,1241.576128
2021-01-21 09:03:33.909844,1241.74825
2021-01-21 09:03:34.993943,1241.825755
2021-01-21 09:03:36.087025,1241.930831
2021-01-21 09:03:37.172229,1241.909501
2021-01-21 09:03:38.275308,1241.75
2021-01-21 09:03:39.358410,1241.454806
2021-01-21 09:03:40.444479,1241.458898
2021-01-21 09:03:41.537589,1241.633161
2021-01-21 09:03:42.638648,1241.729504
2021-01-21 09:03:43.727731,1241.690756
2021-01-21 09:03:44.821811,1241.838593
2021-01-21 09:03:45.904906,1241.872936
2021-01-21 09:03:46.997986,1241.827583
2021-01-21 09:03:48.089038,1241.617109
2021-01-21 09:03:49.180146,1241.446504
2021-01-21 09:03:50.265244,1241.657372
2021-01-21 09:03:51.352369,1241.71304
2021-01-21 09:03:52.448472,1241.720037
2021-01-21 09:03:53.567449,1241.595
2021-01-21 09:03:54.656568,1241.49
2021-01-21 09:03:55.745661,1241.49
2021-01-21 09:03:56.836707,1241.5452
2021-01-21 09:03:57.925829,1241.688786
2021-01-21 09:03:59.021864,1241.583383
2021-01-21 09:04:00.125913,1241.641235
2021-01-21 09:04:01.217026,1241.74
2021-01-21 09:04:02.307112,1241.75
2021-01-21 09:04:03.398194,1241.375528
2021-01-21 09:04:04.486285,1240.695
2021-01-21 09:04:05.589340,1240.385
2021-01-21 09:04:06.682381,1240.045224
2021-01-21 09:04:07.767480,1239.843357
2021-01-21 09:04:08.870562,1239.636778
2021-01-21 09:04:09.956628,1239.912633
2021-01-21 09:04:11.040729,1239.675
2021-01-21 09:04:12.129817,1240.28
2021-01-21 09:04:13.216919,1240.17
2021-01-21 09:04:14.307992,1240.02
2021-01-21 09:04:15.402102,1240.289244
2021-01-21 09:04:16.489196,1240.308212
2021-01-21 09:04:17.576284,1240.271907
2021-01-21 09:04:18.666338,1240.719939
2021-01-21 09:04:19.761592,1240.49
2021-01-21 09:04:20.850644,1240.86
2021-01-21 09:04:21.937333,1240.83
2021-01-21 09:04:23.023428,1240.915
2021-01-21 09:04:24.107566,1240.62
2021-01-21 09:04:25.196743,1240.605
2021-01-21 09:04:26.285795,1240.810929
2021-01-21 09:04:27.376879,1240.525416
2021-01-21 09:04:28.478931,1240.285
2021-01-21 09:04:29.567022,1240.14
2021-01-21 09:04:30.649130,1239.675768
2021-01-21 09:04:31.734262,1239.44828
2021-01-21 09:04:32.819326,1239.357707
2021-01-21 09:04:33.910440,1239.255
2021-01-21 09:04:35.011464,1239.362987
2021-01-21 09:04:36.100553,1239.313395
2021-01-21 09:04:37.192633,1239.265
2021-01-21 09:04:38.277763,1239.216299
2021-01-21 09:04:39.362832,1239.164754
