time,price
2021-01-24 21:50:38.191801,1432.91
2021-01-24 21:50:39.293865,1433.005
2021-01-24 21:50:40.395912,1433.005
2021-01-24 21:50:41.497965,1433.211111
2021-01-24 21:50:42.598023,1433.083312
2021-01-24 21:50:43.688114,1432.866697
2021-01-24 21:50:44.797146,1432.5198
2021-01-24 21:50:45.894243,1432.5248
2021-01-24 21:50:46.988308,1432.573211
2021-01-24 21:50:48.083358,1432.655089
2021-01-24 21:50:49.220350,1432.621501
2021-01-24 21:50:50.442088,1432.769872
2021-01-24 21:50:51.541113,1432.626795
2021-01-24 21:50:53.133854,1432.428756
2021-01-24 21:50:54.285801,1432.470183
2021-01-24 21:50:55.428720,1432.491649
2021-01-24 21:50:56.536757,1432.424496
2021-01-24 21:50:57.627872,1432.483628
2021-01-24 21:50:58.730932,1432.465774
2021-01-24 21:50:59.834942,1432.537774
2021-01-24 21:51:00.939999,1432.005282
2021-01-24 21:51:02.044061,1432.100751
2021-01-24 21:51:03.151102,1432.022396
2021-01-24 21:51:04.248168,1431.567536
2021-01-24 21:51:05.347204,1431.465414
2021-01-24 21:51:06.441306,1431.59
2021-01-24 21:51:07.555325,1431.633231
2021-01-24 21:51:08.666367,1431.821347
2021-01-24 21:51:09.782339,1431.748091
2021-01-24 21:51:10.870431,1431.7885
2021-01-24 21:51:11.979469,1431.819565
2021-01-24 21:51:13.084509,1431.747783
2021-01-24 21:51:14.383038,1431.794463
2021-01-24 21:51:15.487117,1431.762372
2021-01-24 21:51:16.578169,1431.872497
2021-01-24 21:51:17.682229,1431.765
2021-01-24 21:51:18.799233,1431.488203
2021-01-24 21:51:19.899291,1431.410452
2021-01-24 21:51:21.011349,1431.709653
2021-01-24 21:51:22.114369,1431.576559
2021-01-24 21:51:23.214428,1431.797493
2021-01-24 21:51:24.326488,1431.962001
2021-01-24 21:51:25.430501,1432.171339
2021-01-24 21:51:26.543544,1432.475
2021-01-24 21:51:27.655552,1432.395
2021-01-24 21:51:28.792512,1432.445
2021-01-24 21:51:29.890611,1432.44981
2021-01-24 21:51:31.010581,1432.403672
2021-01-24 21:51:32.106650,1432.408904
2021-01-24 21:51:33.225658,1432.419091
2021-01-24 21:51:34.329706,1432.260186
2021-01-24 21:51:35.421799,1432.150485
2021-01-24 21:51:36.511873,1432.122053
2021-01-24 21:51:37.617938,1432.093675
2021-01-24 21:51:38.715011,1432.127372
2021-01-24 21:51:39.824051,1431.982201
2021-01-24 21:51:40.919089,1431.29275
2021-01-24 21:51:42.028122,1431.4
2021-01-24 21:51:43.579009,1431.425
2021-01-24 21:51:44.689038,1431.545
2021-01-24 21:51:45.827994,1431.58046
2021-01-24 21:51:46.921041,1431.804181
2021-01-24 21:51:48.035062,1431.59
2021-01-24 21:51:49.133161,1431.372628
2021-01-24 21:51:50.219237,1431.239082
2021-01-24 21:51:51.315299,1431.253882
2021-01-24 21:51:52.406403,1431.452693
2021-01-24 21:51:53.518399,1431.86
2021-01-24 21:51:54.623444,1431.81
2021-01-24 21:51:55.723526,1431.85
2021-01-24 21:51:56.826589,1431.799267
2021-01-24 21:51:57.950603,1431.729922
2021-01-24 21:51:59.060635,1431.338241
2021-01-24 21:52:00.160668,1431.350178
2021-01-24 21:52:01.289643,1431.446955
2021-01-24 21:52:02.403667,1431.628783
2021-01-24 21:52:03.515722,1432.050674
2021-01-24 21:52:04.622732,1432.133783
2021-01-24 21:52:05.718813,1432.875
